ID,Possession Status,Commercial,Developer,Price,sqft Price ,furnished Type,Bathroom,Facing,Transaction Type,Type of Property,City,bedroom,floors,isPrimeLocationProperty,Property Lifespan
6197,Dec '26,Y,R Raheja Properties,90000000,NA,Unfurnished,3,NA,New Property,Apartment,Mumbai,3,NA,Y,NA
6196,Ready to Move,N,Prince Developers,14500000,25528,Furnished,1,NA,Resale,Apartment,Mumbai,1,5,Y,NA
6195,Ready to Move,N,Ravi Group,18000000,38380,Unfurnished,1,NA,Resale,Apartment,Mumbai,1,8,Y,NA
6194,Ready to Move,N,Dheeraj Realty,16000000,23188,Semi-Furnished,2,NA,Resale,Apartment,Mumbai,1,7,Y,NA
6193,Ready to Move,N,NA,45000000,53254,Furnished,2,NA,New Property,Apartment,Mumbai,2,6,Y,Above 20 years
6192,Ready to Move,N,RNA Saranga,34000000,30358,Semi-Furnished,2,NA,Resale,Apartment,Mumbai,2,7,Y,10 to 15 years
6191,Ready to Move,N,Rizvi Group,20000000,34965,Semi-Furnished,1,NA,Resale,Apartment,Mumbai,1,6,N,NA
6190,Ready to Move,Y,NA,25000000,27027,Furnished,2,NA,Resale,Apartment,Mumbai,2,7,N,NA
6189,Ready to Move,N,Cooperative Group Housing Society,35000000,38889,Furnished,2,West,Resale,Apartment,Mumbai,2,6,Y,5 to 10 years
6188,Ready to Move,Y,Pioneer Group,27500000,29730,Furnished,2,East,Resale,Apartment,Mumbai,2,6,N,NA
6187,Ready to Move,N,NA,33000000,41250,Furnished,2,West,Resale,Apartment,Mumbai,2,6,Y,5 to 10 years
6186,Ready to Move,Y,NA,57500000,44231,Semi-Furnished,4,East,Resale,Apartment,Mumbai,3,12,N,5 to 10 years
6185,Ready to Move,N,NA,56000000,NA,Unfurnished,3,West,Resale,Apartment,Mumbai,3,7,Y,15 to 20 years
6184,Ready to Move,N,NA,83000000,60805,Semi-Furnished,3,West,New Property,Apartment,Mumbai,3,11,Y,New Construction
6183,Ready to Move,N,NA,75000000,23437,Semi-Furnished,4,East,Resale,Apartment,Mumbai,4,7,Y,5 to 10 years
6182,Under Construction,Y,NA,39900000,24844,Semi-Furnished,3,North - East,New Property,Apartment,Mumbai,3,8,Y,NA
6181,Ready to Move,N,NA,5800000,12889,Semi-Furnished,2,East,Resale,Builder Floor Apartment,Mumbai,2,4,N,NA
6180,Ready to Move,N,NA,20000000,43956,Furnished,2,NA,Resale,Apartment,Mumbai,1,8,N,NA
6179,Ready to Move,N,NA,7000000,NA,Unfurnished,1,NA,Resale,Apartment,Mumbai,1,7,N,15 to 20 years
6178,Ready to Move,N,Yash Group Of Companies,36500000,36500,Unfurnished,2,NA,Resale,Apartment,Mumbai,3,4,N,NA
6177,Ready to Move,N,NA,19000000,29231,Unfurnished,2,NA,Resale,Apartment,Mumbai,1,3,N,15 to 20 years
6176,Ready to Move,N,M L Group,97500000,48750,Furnished,4,NA,Resale,Apartment,Mumbai,3,13,Y,Less than 5 years
6175,Ready to Move,N,NA,42500000,42929,Semi-Furnished,2,NA,Resale,Apartment,Mumbai,3,3,Y,NA
6174,Ready to Move,N,NA,15500000,28182,Furnished,1,West,Resale,Builder Floor Apartment,Mumbai,1,5,Y,Above 20 years
6173,Ready to Move,N,NA,17000000,20000,Furnished,2,NA,Rent/Lease,Apartment,Mumbai,2,6,Y,Less than 5 years
6172,Ready to Move,N,Pioneer Group,20000000,22222,Unfurnished,2,North - East,Resale,Apartment,Mumbai,2,6,Y,10 to 15 years
6171,Ready to Move,N,Cooperative Group Housing Society,17500000,21875,Semi-Furnished,3,NA,Resale,Apartment,Mumbai,2,3,Y,15 to 20 years
6170,Ready to Move,N,NA,16400000,31845,Unfurnished,2,West,Resale,Apartment,Mumbai,1,5,Y,Above 20 years
6169,Ready to Move,N,Cooperative Group Housing Society,24000000,34286,Unfurnished,2,East,Resale,Apartment,Mumbai,1,8,Y,Above 20 years
6168,Ready to Move,N,Dheeraj Realty,17000000,25373,Unfurnished,2,NA,Resale,Apartment,Mumbai,1,8,Y,15 to 20 years
6167,Under Construction,Y,Kalpataru Group,55125003,45000,Semi-Furnished,3,NA,New Property,Apartment,Mumbai,3,9,Y,NA
6166,Ready to Move,N,NA,22000000,33846,Semi-Furnished,2,West,New Property,Apartment,Mumbai,1,5,Y,15 to 20 years
6165,Ready to Move,N,NA,20000000,28571,Unfurnished,1,East,Resale,Apartment,Mumbai,1,5,Y,Above 20 years
6164,Ready to Move,N,NA,52500000,NA,Unfurnished,3,East,Resale,Apartment,Mumbai,3,13,Y,Less than 5 years
6163,Ready to Move,N,NA,75000002,37500,Unfurnished,4,East,Resale,Apartment,Mumbai,4,7,Y,Above 20 years
6162,Ready to Move,N,Cooperative Group Housing Society,20000000,28571,Unfurnished,2,NA,Resale,Apartment,Mumbai,2,4,Y,NA
6161,Ready to Move,N,Sethia Infrastructure,45000000,45000,Furnished,2,East,Resale,Apartment,Mumbai,2,7,N,Above 20 years
6160,Ready to Move,N,NA,41200000,48471,Semi-Furnished,2,NA,Resale,Apartment,Mumbai,2,16,N,NA
6159,Ready to Move,N,Pioneer Group,21500000,25626,Unfurnished,2,NA,Resale,Apartment,Mumbai,2,7,N,10 to 15 years
6158,Ready to Move,N,NA,34000000,40200,Semi-Furnished,3,East,Resale,Apartment,Mumbai,3,3,N,Above 20 years
6157,Ready to Move,N,Pioneer Group,16000000,21052,Unfurnished,2,North - East,Resale,Apartment,Mumbai,1,6,Y,10 to 15 years
6156,Ready to Move,N,NA,30000000,33333,Unfurnished,2,West,Resale,Apartment,Mumbai,2,5,Y,Above 20 years
6155,Ready to Move,N,NA,30320000,19561,Unfurnished,3,East,Resale,Apartment,Mumbai,3,8,Y,5 to 10 years
6154,Ready to Move,N,NA,30000000,34325,Furnished,2,North,Resale,Apartment,Mumbai,2,7,Y,NA
6153,Ready to Move,N,NA,37500000,39062,Furnished,2,NA,Resale,Apartment,Mumbai,2,8,Y,New Construction
6152,Ready to Move,N,NA,32000000,35556,Semi-Furnished,3,NA,Resale,Apartment,Mumbai,3,7,Y,NA
6151,Ready to Move,N,NA,50000000,26315,Furnished,3,East,Resale,Apartment,Mumbai,3,12,Y,5 to 10 years
6150,Ready to Move,Y,BHOOMI GROUP,28500000,38723,Unfurnished,2,East,New Property,Apartment,Mumbai,2,NA,Y,New Construction
6149,Ready to Move,Y,VR Ventures,13000000,17931,Furnished,1,NA,Resale,Apartment,Mumbai,1,10,Y,15 to 20 years
6148,Ready to Move,N,Pioneer Group,18500000,21842,Semi-Furnished,2,West,Resale,Apartment,Mumbai,2,6,Y,5 to 10 years
6147,Ready to Move,N,Prince Developers,65000000,42763,Semi-Furnished,3,North - East,Resale,Apartment,Mumbai,4,4,Y,Above 20 years
6146,Ready to Move,N,NA,15000000,NA,Furnished,2,East,Resale,Apartment,Mumbai,1,3,Y,Above 20 years
6145,Ready to Move,N,NA,35000000,23333,Furnished,3,North,Resale,Apartment,Mumbai,4,4,Y,New Construction
6144,Ready to Move,N,NA,47500000,38000,Unfurnished,3,East,Resale,Apartment,Mumbai,3,10,Y,New Construction
6143,Ready to Move,N,BHOOMI GROUP,29000000,26364,Unfurnished,2,West,Resale,Apartment,Mumbai,2,10,Y,New Construction
6142,Ready to Move,N,NA,140000000,56000,Semi-Furnished,5,South -West,Resale,Apartment,Mumbai,4,14,Y,5 to 10 years
6141,Ready to Move,N,NA,82500000,33000,Unfurnished,4,West,New Property,Apartment,Mumbai,4,10,Y,New Construction
6140,Under Construction,N,Ruparel Realty,60700000,29990,Unfurnished,3,East,New Property,Apartment,Mumbai,3,18,Y,NA
6139,Ready to Move,N,NA,55000000,27500,Semi-Furnished,4,East,Resale,Apartment,Mumbai,3,5,Y,Above 20 years
6138,Under Construction,N,Ruparel Realty,51000000,29043,Semi-Furnished,3,East,New Property,Apartment,Mumbai,3,16,Y,NA
6137,Under Construction,N,Ruparel Realty,39170000,30038,Unfurnished,2,East,New Property,Apartment,Mumbai,2,16,Y,NA
6136,Ready to Move,N,NA,16500000,27273,Unfurnished,2,South - East,Resale,Apartment,Mumbai,1,4,Y,Above 20 years
6135,Ready to Move,N,NA,24500000,NA,Semi-Furnished,2,North - East,Resale,Residential House,Mumbai,1,3,Y,Above 20 years
6134,Ready to Move,N,NA,35000000,35000,Unfurnished,3,NA,Resale,Apartment,Mumbai,3,7,Y,Less than 5 years
6133,Ready to Move,N,NA,23000000,23000,Unfurnished,2,East,Resale,Apartment,Mumbai,1,3,Y,Above 20 years
6132,Ready to Move,N,NA,47500000,27941,Unfurnished,3,South -West,Resale,Apartment,Mumbai,3,10,Y,5 to 10 years
6131,Ready to Move,N,NA,24900000,16600,Semi-Furnished,2,North - East,Resale,Apartment,Mumbai,2,9,Y,Less than 5 years
6130,Ready to Move,N,NA,108000000,46956,Furnished,3,East,Resale,Apartment,Mumbai,3,7,Y,10 to 15 years
6129,Ready to Move,N,NA,62500000,44643,Unfurnished,3,North - East,Resale,Apartment,Mumbai,3,7,Y,Above 20 years
6128,Ready to Move,N,NA,36500000,34762,Furnished,2,NA,Resale,Apartment,Mumbai,2,12,N,5 to 10 years
6127,Ready to Move,N,Mantri Developers Pvt. Ltd.,56000000,29473,Furnished,3,East,New Property,Apartment,Mumbai,3,14,Y,Less than 5 years
6126,Ready to Move,N,NA,12000000,29268,Unfurnished,1,North - West,Resale,Apartment,Mumbai,1,4,N,Above 20 years
6125,Ready to Move,N,NA,19500000,30903,Unfurnished,2,South,New Property,Apartment,Mumbai,2,4,N,NA
6124,Ready to Move,N,NA,36500000,34433,Semi-Furnished,2,West,Resale,Apartment,Mumbai,2,8,Y,Above 20 years
6123,Ready to Move,N,NA,18000000,NA,Unfurnished,1,East,Resale,Apartment,Mumbai,1,7,N,Above 20 years
6122,Ready to Move,N,Bhanu Builders,57500000,38333,Furnished,3,North - East,Resale,Apartment,Mumbai,3,12,Y,5 to 10 years
6121,Ready to Move,N,NA,41800000,24588,Semi-Furnished,3,NA,Resale,Apartment,Mumbai,3,12,Y,5 to 10 years
6120,Ready to Move,N,NA,45000000,50000,Unfurnished,2,East,Resale,Apartment,Mumbai,2,12,Y,5 to 10 years
6119,Ready to Move,Y,NA,37500000,NA,Unfurnished,2,East,Resale,Apartment,Mumbai,3,6,Y,15 to 20 years
6118,Under Construction,Y,Ruparel Realty,60000000,32432,Unfurnished,3,East,New Property,Apartment,Mumbai,3,16,Y,NA
6117,Ready to Move,N,Mantri Developers Pvt. Ltd.,58000000,36250,Unfurnished,3,East,Resale,Apartment,Mumbai,3,12,Y,Less than 5 years
6116,Ready to Move,N,NA,23000000,41441,Unfurnished,1,North,Resale,Apartment,Mumbai,1,3,N,Above 20 years
6115,Ready to Move,N,DG Developments,42500000,32692,Semi-Furnished,3,North,Resale,Apartment,Mumbai,3,7,N,10 to 15 years
6114,Ready to Move,N,Cooperative Group Housing Society,47000000,31333,Semi-Furnished,3,East,New Property,Apartment,Mumbai,3,3,N,Above 20 years
6113,Ready to Move,N,NA,32500000,46429,Furnished,2,NA,Resale,Apartment,Mumbai,2,4,N,5 to 10 years
6112,Ready to Move,N,NA,23000000,23000,Furnished,2,East,Resale,Apartment,Mumbai,2,2,Y,Above 20 years
6111,Ready to Move,N,NA,36500000,32589,Furnished,2,East,Resale,Apartment,Mumbai,2,5,Y,Above 20 years
6110,Ready to Move,N,Radius Developers,90000000,69659,Furnished,3,North - East,Resale,Apartment,Mumbai,3,16,Y,Less than 5 years
6109,Ready to Move,N,NA,62500000,49019,Semi-Furnished,3,West,Resale,Apartment,Mumbai,3,10,Y,10 to 15 years
6108,Ready to Move,N,RNA Corp,58500000,35455,Semi-Furnished,3,NA,Resale,Apartment,Mumbai,3,10,Y,15 to 20 years
6107,Ready to Move,N,RNA Corp,58000000,35152,Furnished,3,West,Resale,Apartment,Mumbai,3,9,Y,15 to 20 years
6106,Ready to Move,N,NA,15500000,23308,Unfurnished,2,East,Resale,Apartment,Mumbai,1,2,Y,Above 20 years
6105,Ready to Move,N,NA,23500000,25768,Furnished,2,East,Resale,Apartment,Mumbai,2,2,Y,Above 20 years
6104,Ready to Move,N,Dheeraj Realty,17500000,26515,Semi-Furnished,2,East,Resale,Apartment,Mumbai,1,7,Y,15 to 20 years
6103,Ready to Move,N,NA,23500000,36153,Unfurnished,2,East,Resale,Apartment,Mumbai,1,10,Y,10 to 15 years
6102,Ready to Move,N,NA,45000000,34615,Semi-Furnished,3,East,Resale,Apartment,Mumbai,2,10,Y,5 to 10 years
6101,Ready to Move,N,NA,13000000,22609,Unfurnished,2,West,Resale,Apartment,Mumbai,2,4,Y,Above 20 years
6100,Ready to Move,N,NA,42500000,41544,Semi-Furnished,2,East,Resale,Apartment,Mumbai,2,8,Y,5 to 10 years
6099,Ready to Move,N,NA,25000000,25000,Unfurnished,2,East,Resale,Apartment,Mumbai,2,5,Y,Above 20 years
6098,Ready to Move,N,Cooperative Group Housing Society,37506000,42000,Unfurnished,3,East,Resale,Apartment,Mumbai,3,7,Y,New Construction
6097,Ready to Move,N,NA,15000000,25862,Furnished,2,North,Resale,Apartment,Mumbai,1,4,Y,Above 20 years
6096,Ready to Move,N,NA,62500000,36765,Furnished,3,North - East,Resale,Apartment,Mumbai,3,7,Y,Above 20 years
6095,Ready to Move,N,NA,95000000,54286,Semi-Furnished,4,North,Resale,Apartment,Mumbai,3,7,Y,Less than 5 years
6094,Ready to Move,N,NA,24500000,37692,Furnished,2,North - East,Resale,Apartment,Mumbai,1,3,Y,Above 20 years
6093,Ready to Move,N,Raja Builders,41100000,63230,Semi-Furnished,2,South -West,New Property,Apartment,Mumbai,2,12,Y,Less than 5 years
6092,Under Construction,N,Ruparel Realty,94000000,33571,Semi-Furnished,5,East,New Property,Apartment,Mumbai,5,16,Y,NA
6091,Ready to Move,N,NA,41000000,45912,Semi-Furnished,2,East,Resale,Apartment,Mumbai,2,7,Y,10 to 15 years
6090,Ready to Move,N,Mantri Developers Pvt. Ltd.,58000000,38666,Semi-Furnished,3,East,Resale,Apartment,Mumbai,3,14,Y,Less than 5 years
6089,Ready to Move,Y,Vaibhav Corporation Pvt. Ltd.,23000000,28750,Semi-Furnished,2,East,Resale,Apartment,Mumbai,2,4,Y,Above 20 years
6088,Under Construction,Y,Ruparel Realty,39100000,46000,Unfurnished,2,East,New Property,Apartment,Mumbai,2,20,Y,NA
6087,Ready to Move,N,NA,140000000,NA,Semi-Furnished,4,East,Resale,Apartment,Mumbai,4,22,Y,5 to 10 years
6086,Ready to Move,N,NA,51000000,34000,Furnished,2,East,Resale,Apartment,Mumbai,2,20,Y,15 to 20 years
6085,Ready to Move,N,NA,95000000,44186,Semi-Furnished,3,East,Resale,Apartment,Mumbai,3,7,Y,Less than 5 years
6084,Ready to Move,N,NA,31100000,33440,Furnished,2,South -West,Resale,Apartment,Mumbai,2,7,Y,Above 20 years
6083,Ready to Move,N,NA,50000000,27777,Furnished,3,East,Resale,Apartment,Mumbai,3,8,Y,5 to 10 years
6082,Ready to Move,N,NA,30000000,27272,Furnished,2,East,Resale,Apartment,Mumbai,2,4,Y,Above 20 years
6081,Ready to Move,N,NA,90000000,NA,Furnished,3,NA,Resale,Apartment,Mumbai,3,14,Y,Less than 5 years
6080,Ready to Move,N,NA,100000000,41666,Semi-Furnished,4,East,Resale,Apartment,Mumbai,4,12,Y,Less than 5 years
6079,Ready to Move,N,Lido Developers,55000000,32353,Furnished,3,East,Resale,Apartment,Mumbai,3,10,Y,5 to 10 years
6078,Ready to Move,N,Shubham group,102500000,32031,Unfurnished,5,West,Resale,Apartment,Mumbai,4,10,Y,5 to 10 years
6077,Ready to Move,N,NA,36500000,NA,Furnished,2,East,Resale,Apartment,Mumbai,2,7,Y,10 to 15 years
6076,Ready to Move,N,NA,65000000,NA,Unfurnished,3,East,Resale,Apartment,Mumbai,3,9,Y,5 to 10 years
6075,Ready to Move,N,NA,150000000,50000,Semi-Furnished,5,West,Resale,Apartment,Mumbai,4,15,Y,New Construction
6074,Ready to Move,N,NA,90000000,29032,Unfurnished,4,South -West,Resale,Apartment,Mumbai,4,7,Y,15 to 20 years
6073,Ready to Move,N,NA,33000000,30000,Unfurnished,2,North - West,Resale,Apartment,Mumbai,2,6,Y,10 to 15 years
6072,Ready to Move,N,NA,30000000,54054,Unfurnished,1,NA,Resale,Apartment,Mumbai,1,10,Y,Above 20 years
6071,Under Construction,Y,Ruparel Realty,34500000,27600,Semi-Furnished,2,West,New Property,Apartment,Mumbai,2,18,Y,NA
6070,Under Construction,N,NA,60000000,37500,Unfurnished,4,West,New Property,Apartment,Mumbai,3,9,Y,NA
6069,Under Construction,N,NA,29000000,36250,Unfurnished,2,West,New Property,Apartment,Mumbai,2,9,Y,NA
6068,Under Construction,N,NA,50000000,28296,Unfurnished,4,North - East,New Property,Apartment,Mumbai,4,15,Y,NA
6067,Ready to Move,N,NA,17000000,20910,Unfurnished,2,North,Resale,Apartment,Mumbai,2,3,Y,Above 20 years
6066,Ready to Move,N,NA,87500000,43750,Furnished,4,East,Resale,Apartment,Mumbai,3,13,Y,Less than 5 years
6065,Ready to Move,N,BHOOMI GROUP,31600000,33263,Unfurnished,2,West,New Property,Apartment,Mumbai,2,8,Y,New Construction
6064,Under Construction,N,Paradigm Realty,29000000,42962,Semi-Furnished,2,North,New Property,Apartment,Mumbai,2,9,Y,NA
6063,Under Construction,N,Paradigm Realty,29700000,29289,Unfurnished,2,East,New Property,Apartment,Mumbai,2,9,Y,NA
6062,Ready to Move,N,Paradigm Realty,28800000,42666,Unfurnished,2,North - West,New Property,Apartment,Mumbai,2,9,Y,NA
6061,Ready to Move,N,NA,39900000,NA,Semi-Furnished,3,West,Resale,Apartment,Mumbai,3,8,Y,Above 20 years
6060,Under Construction,N,NA,37500000,36946,Unfurnished,2,East,New Property,Apartment,Mumbai,2,18,Y,NA
6059,Under Construction,N,NA,52700000,47996,Unfurnished,2,East,New Property,Apartment,Mumbai,3,18,Y,NA
6058,Under Construction,N,NA,39100000,47975,Unfurnished,2,East,New Property,Apartment,Mumbai,2,18,Y,NA
6057,Under Construction,N,NA,36700000,26965,Semi-Furnished,2,East,New Property,Apartment,Mumbai,2,16,Y,NA
6056,Ready to Move,N,NA,100000000,40000,Furnished,4,NA,Resale,Apartment,Mumbai,4,6,Y,10 to 15 years
6055,Under Construction,N,Arkade Group,85500000,47500,Semi-Furnished,4,East,New Property,Apartment,Mumbai,4,14,Y,NA
6054,Under Construction,N,Arkade Group,66500000,45862,Semi-Furnished,3,East,New Property,Apartment,Mumbai,3,14,Y,NA
6053,Under Construction,N,NA,67200000,33735,Unfurnished,3,East,New Property,Apartment,Mumbai,3,13,Y,NA
6052,Ready to Move,N,NA,65000000,NA,Unfurnished,3,East,Resale,Apartment,Mumbai,3,10,Y,5 to 10 years
6051,Under Construction,N,NA,79900000,42865,Unfurnished,3,East,New Property,Apartment,Mumbai,3,15,Y,NA
6050,Ready to Move,N,NA,95000000,51351,Unfurnished,4,East,Resale,Apartment,Mumbai,4,15,Y,5 to 10 years
6049,Ready to Move,N,NA,89900000,52882,Semi-Furnished,3,North - East,Resale,Apartment,Mumbai,3,14,Y,10 to 15 years
6048,Ready to Move,N,NA,95000000,43181,Semi-Furnished,5,West,Resale,Apartment,Mumbai,4,14,Y,New Construction
6047,Ready to Move,Y,BHOOMI GROUP,31500000,31157,Unfurnished,2,East,New Property,Apartment,Mumbai,2,8,Y,New Construction
6046,Ready to Move,N,NA,180000000,34285,Furnished,5,South -West,Resale,Apartment,Mumbai,5,11,Y,5 to 10 years
6045,Ready to Move,N,AUM Developers,105000000,50000,Semi-Furnished,4,West,Resale,Apartment,Mumbai,4,12,Y,5 to 10 years
6044,Under Construction,Y,NA,125000000,39062,Unfurnished,5,South -West,New Property,Apartment,Mumbai,4,16,Y,NA
6043,Ready to Move,N,NA,110000000,31428,Unfurnished,5,South -West,New Property,Apartment,Mumbai,5,15,Y,NA
6042,Under Construction,Y,Paradigm Realty,28800000,42666,Unfurnished,2,East,New Property,Apartment,Mumbai,2,9,Y,NA
6041,Ready to Move,N,Ekta World,90000000,24324,Unfurnished,4,West,Resale,Apartment,Mumbai,4,30,Y,New Construction
6040,Ready to Move,N,Khemchand Kothari Group,85100000,35458,Unfurnished,4,East,Resale,Apartment,Mumbai,3,46,Y,Less than 5 years
6039,Ready to Move,N,Bombay Realty,75000000,25000,Unfurnished,4,West,Resale,Apartment,Mumbai,4,60,Y,New Construction
6038,Ready to Move,N,NA,87900000,33807,Semi-Furnished,4,East,New Property,Apartment,Mumbai,4,NA,Y,Less than 5 years
6037,Ready to Move,N,Bombay Realty,74800000,28769,Semi-Furnished,4,East,New Property,Apartment,Mumbai,4,NA,Y,New Construction
6036,Ready to Move,N,Bombay Realty,67900000,28291,Semi-Furnished,4,East,New Property,Apartment,Mumbai,3,NA,Y,New Construction
6035,Ready to Move,N,NA,70000000,25000,Unfurnished,4,East,New Property,Apartment,Mumbai,3,56,Y,New Construction
6034,Ready to Move,N,NA,68900000,35225,Unfurnished,3,NA,Resale,Apartment,Mumbai,3,3,Y,New Construction
6033,Ready to Move,N,Bombay Realty,66700000,34100,Semi-Furnished,3,East,New Property,Apartment,Mumbai,3,63,Y,New Construction
6032,Ready to Move,N,Bombay Realty,90000000,40909,Semi-Furnished,4,North - East,New Property,Apartment,Mumbai,4,57,Y,New Construction
6031,Ready to Move,Y,Bombay Realty,68800000,30852,Unfurnished,3,East,New Property,Apartment,Mumbai,3,56,Y,New Construction
6030,Ready to Move,Y,Bombay Realty,79900000,NA,Unfurnished,4,NA,New Property,Apartment,Mumbai,4,NA,Y,NA
6029,Ready to Move,Y,Bombay Realty,109900000,NA,Unfurnished,4,NA,New Property,Apartment,Mumbai,4,NA,Y,NA
6028,Ready to Move,Y,Bombay Realty,62000000,22710,Unfurnished,3,North - East,New Property,Apartment,Mumbai,3,65,Y,New Construction
6027,Ready to Move,Y,Bombay Realty,71500000,31414,Unfurnished,4,East,New Property,Apartment,Mumbai,4,63,Y,New Construction
6026,Ready to Move,Y,Bombay Realty,83800000,31175,Unfurnished,4,East,New Property,Apartment,Mumbai,4,56,Y,New Construction
6025,Under Construction,N,Ruparel Realty,23500000,28484,Semi-Furnished,2,East,New Property,Apartment,Mumbai,2,30,Y,NA
6024,Ready to Move,N,NA,89000000,40454,Furnished,5,North - East,Resale,Apartment,Mumbai,4,18,Y,Less than 5 years
6023,Under Construction,Y,NA,55000000,29208,Unfurnished,3,East,Resale,Apartment,Mumbai,3,NA,Y,NA
6022,Ready to Move,N,Bombay Realty,69800000,36736,Semi-Furnished,4,North - East,Resale,Apartment,Mumbai,3,63,Y,New Construction
6021,Ready to Move,N,NA,69900000,35573,Unfurnished,5,East,New Property,Apartment,Mumbai,3,64,Y,New Construction
6020,Under Construction,Y,Ruparel Realty,20000000,34782,Semi-Furnished,2,East,New Property,Apartment,Mumbai,2,40,Y,NA
6019,Ready to Move,Y,Bombay Realty,83000000,35289,Unfurnished,4,East,New Property,Apartment,Mumbai,4,68,Y,New Construction
6018,Ready to Move,N,Bombay Realty,88000000,30877,Furnished,5,East,New Property,Apartment,Mumbai,4,NA,Y,New Construction
6017,Ready to Move,N,Bombay Realty,72000000,34286,Semi-Furnished,4,East,New Property,Apartment,Mumbai,4,NA,Y,New Construction
6016,Ready to Move,N,Bombay Realty,84700000,42350,Semi-Furnished,4,East,New Property,Apartment,Mumbai,4,63,Y,New Construction
6015,Jun '25,Y,Ruparel Realty,20800000,NA,Unfurnished,2,NA,New Property,Apartment,Mumbai,2,NA,Y,NA
6014,Ready to Move,Y,Bombay Realty,79700000,NA,Unfurnished,3,NA,New Property,Apartment,Mumbai,3,NA,Y,NA
6013,Ready to Move,N,Bombay Realty,79900000,24509,Semi-Furnished,4,East,New Property,Apartment,Mumbai,4,NA,Y,New Construction
6012,Ready to Move,N,Bombay Realty,75000000,38461,Furnished,5,East,New Property,Apartment,Mumbai,3,57,Y,New Construction
6011,Ready to Move,N,Bombay Realty,84700000,42350,Semi-Furnished,4,East,New Property,Apartment,Mumbai,4,63,Y,New Construction
6010,Jun '25,Y,Ruparel Realty,20800000,NA,Unfurnished,2,NA,New Property,Apartment,Mumbai,2,NA,Y,NA
6009,Ready to Move,Y,Bombay Realty,79700000,NA,Unfurnished,3,NA,New Property,Apartment,Mumbai,3,NA,Y,NA
6008,Ready to Move,N,Bombay Realty,79900000,24509,Semi-Furnished,4,East,New Property,Apartment,Mumbai,4,NA,Y,New Construction
6007,Ready to Move,N,Bombay Realty,75000000,38461,Furnished,5,East,New Property,Apartment,Mumbai,3,57,Y,New Construction
6006,Ready to Move,Y,NA,32500000,1,Unfurnished,2,East,Resale,Apartment,Mumbai,2,22,N,New Construction
6005,Ready to Move,N,Bombay Realty,80500000,24320,Unfurnished,3,South -West,New Property,Apartment,Mumbai,3,NA,Y,New Construction
6004,Ready to Move,N,Bombay Realty,95000000,24675,Semi-Furnished,5,East,Resale,Apartment,Mumbai,4,60,Y,Less than 5 years
6003,Ready to Move,N,Laxmi Builders and Developers,12000000,27273,Semi-Furnished,1,NA,Resale,Apartment,Mumbai,1,22,Y,NA
6002,Ready to Move,N,CMG Constructions,35100000,48750,Furnished,2,East,Resale,Apartment,Mumbai,2,19,Y,15 to 20 years
6001,Ready to Move,N,Rupal Builder,21500000,38393,Unfurnished,2,NA,Resale,Apartment,Mumbai,1,8,Y,NA
6000,Ready to Move,N,NA,18500000,37000,Semi-Furnished,2,North - West,Resale,Apartment,Mumbai,1,7,Y,Above 20 years
5999,Ready to Move,Y,Sugee Realty & Developers (India) Pvt. Ltd.,85000000,56667,Unfurnished,4,North,Resale,Apartment,Mumbai,3,20,Y,New Construction
5998,Ready to Move,N,NA,30000000,30000,Unfurnished,2,East,New Property,Apartment,Mumbai,2,20,Y,New Construction
5997,Ready to Move,N,Bombay Realty,66000000,24830,Unfurnished,5,East,New Property,Apartment,Mumbai,3,60,Y,New Construction
5996,Under Construction,N,Bombay Realty,77100000,22576,Semi-Furnished,4,East,New Property,Apartment,Mumbai,4,63,Y,NA
5995,Ready to Move,N,Bombay Realty,62000000,31000,Semi-Furnished,3,East,New Property,Apartment,Mumbai,3,NA,Y,Less than 5 years
5994,Ready to Move,N,Bombay Realty,90000000,29508,Semi-Furnished,4,North - East,Resale,Apartment,Mumbai,4,63,Y,Less than 5 years
5993,Ready to Move,Y,Bombay Realty,63000000,37058,Unfurnished,3,East,New Property,Apartment,Mumbai,3,65,Y,New Construction
5992,Ready to Move,N,Bombay Realty,69900000,31772,Semi-Furnished,5,North - East,New Property,Apartment,Mumbai,4,67,Y,Less than 5 years
5991,Ready to Move,N,NA,33000000,36667,Furnished,2,NA,Resale,Apartment,Mumbai,2,7,Y,10 to 15 years
5990,Ready to Move,N,NA,21000000,42000,Unfurnished,2,NA,Resale,Apartment,Mumbai,1,22,Y,NA
5989,Ready to Move,N,Raj Developers,25800000,37941,Furnished,2,NA,Resale,Apartment,Mumbai,2,12,Y,NA
5988,Ready to Move,N,NA,28000000,25455,Furnished,3,NA,Resale,Apartment,Mumbai,2,5,Y,Above 20 years
5987,Ready to Move,N,NA,23000000,31944,Unfurnished,2,East,Resale,Apartment,Mumbai,1,4,Y,Above 20 years
5986,Ready to Move,N,NA,9000000,26865,Furnished,1,East,Resale,Apartment,Mumbai,1,7,Y,5 to 10 years
5985,Ready to Move,N,NA,35000000,46667,Semi-Furnished,1,North - East,Resale,Apartment,Mumbai,1,4,Y,Above 20 years
5984,Ready to Move,N,NA,13000000,41935,Furnished,2,East,Resale,Apartment,Mumbai,1,7,Y,Above 20 years
5983,Ready to Move,Y,Bombay Realty,69500000,35769,Unfurnished,4,East,New Property,Apartment,Mumbai,4,63,Y,NA
