ID,Possession Status,Commercial,Developer,Price,sqft Price ,furnished Type,Bathroom,Facing,Transaction Type,Type of Property,City,bedroom,floors,isPrimeLocationProperty,Property Lifespan
9241,Ready to Move,N,NA,2400000,10909,Unfurnished,1,NA,Resale,Apartment,Thane,1,1,Y,15 to 20 years
9240,Ready to Move,N,NA,8400000,12000,Unfurnished,2,North,Resale,Apartment,Thane,2,6,Y,Above 20 years
9239,Ready to Move,N,NA,30000000,18750,Unfurnished,2,NA,Resale,Residential House,Thane,3,2,Y,15 to 20 years
9238,NA,N,Lodha,14000000,11667,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,28,Y,NA
9237,Ready to Move,N,NA,6300000,13347,Unfurnished,1,NA,Resale,Apartment,Thane,1,7,N,Less than 5 years
9236,Ready to Move,N,NA,9000000,8182,Furnished,2,East,Resale,Apartment,Thane,2,6,N,Above 20 years
9235,Ready to Move,N,NA,3990000,6821,Unfurnished,2,East,Resale,Apartment,Thane,1,7,N,10 to 15 years
9234,Ready to Move,N,NA,5500000,13415,Unfurnished,1,NA,Resale,Apartment,Thane,1,7,N,NA
9233,Ready to Move,N,NA,3500000,7000,Unfurnished,1,NA,Resale,Apartment,Thane,2,4,N,10 to 15 years
9232,Ready to Move,N,NA,5600000,NA,Unfurnished,1,NA,Resale,Apartment,Thane,1,7,N,15 to 20 years
9231,Ready to Move,N,Dosti Realty,5500000,8462,Furnished,1,NA,Resale,Apartment,Thane,1,7,N,NA
9230,Ready to Move,N,NA,4000000,8791,Furnished,1,West,Resale,Apartment,Thane,1,7,N,5 to 10 years
9229,Ready to Move,N,NA,4500000,6923,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,4,N,NA
9228,Ready to Move,N,NA,10500000,13125,Unfurnished,2,West,Resale,Apartment,Thane,2,4,N,Above 20 years
9227,Ready to Move,N,NA,18000000,10227,Unfurnished,1,NA,Resale,Villa,Mumbai,2,NA,N,NA
9226,Ready to Move,N,NA,1800000,8182,Unfurnished,1,NA,Resale,Builder Floor Apartment,Thane,1,5,N,NA
9225,Ready to Move,N,NA,18000000,10909,Unfurnished,3,North - East,Resale,Apartment,Thane,3,26,N,NA
9224,Ready to Move,N,NA,14500000,16515,Unfurnished,3,NA,Resale,Apartment,Thane,3,21,N,NA
9223,Ready to Move,N,NA,6200000,8611,Furnished,1,NA,Resale,Apartment,Thane,1,7,N,NA
9222,Ready to Move,N,The Wadhwa Group,8150000,12348,Unfurnished,2,East,Resale,Apartment,Thane,1,30,N,Less than 5 years
9221,Ready to Move,N,NA,6500000,14444,Unfurnished,2,North,Resale,Builder Floor Apartment,Mumbai,2,3,N,Above 20 years
9220,Ready to Move,N,NA,6800000,16076,Semi-Furnished,2,NA,Resale,Apartment,Thane,1,7,N,NA
9219,Ready to Move,N,NA,10000000,17857,Unfurnished,2,NA,Resale,Apartment,Thane,2,20,N,NA
9218,Ready to Move,N,NA,17000000,11333,Semi-Furnished,3,North,Resale,Apartment,Thane,4,8,N,5 to 10 years
9217,Ready to Move,N,NA,8000000,NA,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,3,Y,Above 20 years
9216,Ready to Move,N,NA,10000000,11111,Unfurnished,2,NA,Resale,Apartment,Thane,2,21,Y,NA
9215,Ready to Move,N,Cosmos Group,17500000,11745,Unfurnished,3,West,New Property,Apartment,Thane,3,27,Y,New Construction
9214,Ready to Move,N,Lodha,8200000,16433,Unfurnished,2,NA,Resale,Apartment,Thane,1,32,Y,New Construction
9213,Ready to Move,N,Madhav Shreeji Group,12000000,10909,Semi-Furnished,2,NA,Resale,Apartment,Thane,3,16,Y,5 to 10 years
9212,Ready to Move,N,S.D.Bhalerao Constructions Pvt. Ltd.,9500000,14615,Unfurnished,2,East,Resale,Apartment,Thane,1,7,Y,5 to 10 years
9211,Ready to Move,N,NA,5500000,12644,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,4,Y,NA
9210,Ready to Move,N,TATA Housing Development Company Ltd.,12000000,25532,Unfurnished,2,NA,Resale,Apartment,Thane,1,33,Y,NA
9209,Ready to Move,N,NA,3300000,7674,Semi-Furnished,1,South -West,Resale,Builder Floor Apartment,Thane,1,4,Y,NA
9208,Ready to Move,N,NA,13900000,12087,Semi-Furnished,2,East,Resale,Apartment,Thane,2,7,Y,New Construction
9207,Ready to Move,N,NA,8000000,17778,Semi-Furnished,2,North - East,Resale,Apartment,Thane,1,27,N,Less than 5 years
9206,Ready to Move,N,NA,9500000,8636,Unfurnished,2,NA,Resale,Apartment,Thane,2,16,N,NA
9205,Ready to Move,N,Lodha,9000000,13333,Semi-Furnished,2,East,Resale,Apartment,Thane,1,31,N,Less than 5 years
9204,Ready to Move,N,NA,5200000,20800,Unfurnished,1,NA,Resale,Residential House,Thane,1,NA,N,15 to 20 years
9203,Ready to Move,N,Saket Group,8500000,10366,Unfurnished,2,East,Resale,Builder Floor Apartment,Thane,2,6,N,10 to 15 years
9202,Ready to Move,N,NA,7000000,NA,Furnished,2,East,Resale,Apartment,Thane,2,4,N,15 to 20 years
9201,Ready to Move,N,NA,7500000,10714,Semi-Furnished,1,East,Resale,Apartment,Mumbai,2,7,N,15 to 20 years
9200,Ready to Move,N,NA,5200000,11017,Unfurnished,1,NA,Resale,Apartment,Thane,1,7,N,Less than 5 years
9199,Ready to Move,N,Rustomjee,15500000,16316,Furnished,2,NA,Resale,Apartment,Thane,2,37,N,NA
9198,Ready to Move,N,NA,3500000,NA,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,5,N,10 to 15 years
9197,Ready to Move,N,NA,5800000,10357,Semi-Furnished,1,NA,New Property,Apartment,Thane,1,18,N,New Construction
9196,Ready to Move,N,NA,7700000,10621,Semi-Furnished,1,West,Resale,Apartment,Thane,1,7,N,10 to 15 years
9195,Ready to Move,N,DOSTI REALTY,12000000,18779,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,30,N,NA
9194,Ready to Move,N,NA,12000000,12000,Unfurnished,2,NA,Resale,Apartment,Thane,2,6,N,15 to 20 years
9193,Ready to Move,N,Godrej Properties,15800000,17155,Unfurnished,3,East,New Property,Apartment,Thane,1,28,N,New Construction
9192,Ready to Move,N,NA,2800000,6222,Unfurnished,2,NA,Resale,Apartment,Thane,1,14,N,NA
9191,Ready to Move,N,NA,15000000,17857,Furnished,2,East,New Property,Apartment,Thane,2,7,N,10 to 15 years
9190,Ready to Move,N,NA,4900000,14000,Semi-Furnished,1,North - East,Resale,Apartment,Thane,1,7,N,5 to 10 years
9189,Ready to Move,N,Dedhia Group,8000000,15686,Furnished,1,NA,Resale,Apartment,Thane,1,7,N,NA
9188,Ready to Move,N,BHOOMI GROUP,5300000,10192,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,17,N,NA
9187,Ready to Move,N,Lodha,6000000,18927,Unfurnished,2,NA,Resale,Apartment,Thane,1,23,Y,New Construction
9186,Ready to Move,N,NA,8500000,15044,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,7,Y,NA
9185,Ready to Move,N,NA,6700000,9306,Furnished,2,NA,Resale,Apartment,Thane,1,21,Y,NA
9184,Ready to Move,N,NA,1500000,NA,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,Y,15 to 20 years
9183,Ready to Move,N,Puranik Builders ltd.,7500000,15464,Unfurnished,1,NA,Resale,Apartment,Thane,1,30,Y,New Construction
9182,Ready to Move,N,NA,4500000,9474,Semi-Furnished,1,NA,Resale,Builder Floor Apartment,Thane,1,4,Y,NA
9181,Ready to Move,N,NA,5400000,9730,Unfurnished,1,NA,Resale,Apartment,Thane,1,7,Y,10 to 15 years
9180,Ready to Move,N,NA,10000000,13333,Semi-Furnished,1,NA,Resale,Apartment,Thane,2,3,Y,15 to 20 years
9179,Ready to Move,N,NA,3500000,10000,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,Y,15 to 20 years
9178,Ready to Move,N,NA,8500000,13710,Furnished,1,East,Resale,Apartment,Thane,1,18,Y,5 to 10 years
9177,Ready to Move,N,NA,13000000,NA,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,15,N,5 to 10 years
9176,Ready to Move,N,NA,2500000,11111,Unfurnished,1,East,Resale,Apartment,Thane,1,3,N,10 to 15 years
9175,Ready to Move,N,NA,5100000,12201,Unfurnished,1,NA,Resale,Apartment,Thane,1,20,N,NA
9174,Ready to Move,N,NA,2999900,5628,Unfurnished,1,NA,Resale,Apartment,Thane,1,5,N,15 to 20 years
9173,Ready to Move,N,BHOOMI GROUP,5800000,11154,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,19,N,NA
9172,Ready to Move,N,Raunak Group,5700000,11515,Semi-Furnished,1,NA,Resale,Builder Floor Apartment,Thane,1,6,N,New Construction
9171,Ready to Move,N,NA,3500000,6364,Unfurnished,1,NA,Resale,Apartment,Thane,1,8,N,NA
9170,Ready to Move,N,NA,8000000,11429,Unfurnished,1,East,Resale,Apartment,Thane,1,7,N,15 to 20 years
9169,Ready to Move,N,NA,25000000,25000,Unfurnished,2,NA,Resale,Builder Floor Apartment,Thane,3,4,N,NA
9168,Ready to Move,N,NA,28000000,15556,Semi-Furnished,3,NA,Resale,Residential House,Thane,3,2,N,NA
9167,Ready to Move,N,Shakti Builders and Developers,10000000,14706,Furnished,2,East,Resale,Apartment,Thane,2,7,N,New Construction
9166,Ready to Move,N,NA,12000000,26667,Unfurnished,1,NA,Resale,Apartment,Thane,1,8,N,NA
9165,Ready to Move,N,NA,12110000,10530,Unfurnished,2,NA,New Property,Apartment,Thane,2,7,N,Less than 5 years
9164,Ready to Move,N,NA,26000000,21667,Semi-Furnished,3,NA,Resale,Apartment,Thane,3,29,N,5 to 10 years
9163,Ready to Move,N,NA,7000000,16471,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,6,N,NA
9162,Ready to Move,N,NA,8700000,16731,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,N,15 to 20 years
9161,Ready to Move,N,NA,7000000,11945,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,9,N,Above 20 years
9160,Ready to Move,N,Shree Tirupati Group,12000000,12060,Unfurnished,2,NA,Resale,Apartment,Thane,2,27,N,NA
9159,Ready to Move,N,NA,13900000,19386,Unfurnished,2,NA,Resale,Apartment,Thane,2,7,N,NA
9158,Ready to Move,N,NA,12500000,13075,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,18,N,5 to 10 years
9157,Ready to Move,N,NA,3500000,7778,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,5,Y,NA
9156,Ready to Move,N,Lodha,9200000,19368,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,23,Y,New Construction
9155,Ready to Move,N,Lodha,11000000,13497,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,8,Y,NA
9154,Ready to Move,N,Lodha,8500000,18722,Unfurnished,2,NA,Resale,Apartment,Thane,1,30,Y,New Construction
9153,Under Construction,N,NA,5500000,8594,Unfurnished,1,NA,Resale,Apartment,Thane,1,7,Y,NA
9152,Ready to Move,N,NA,9000000,15789,Semi-Furnished,1,South - East,Resale,Apartment,Thane,1,4,Y,Above 20 years
9151,Ready to Move,N,NA,8000000,12308,Furnished,2,NA,Resale,Apartment,Thane,1,21,Y,NA
9150,Ready to Move,N,NA,16000000,16824,Semi-Furnished,2,North - East,Resale,Apartment,Thane,2,7,Y,10 to 15 years
9149,Ready to Move,N,NA,5500000,13064,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,7,Y,5 to 10 years
9148,Ready to Move,N,NA,11000000,12360,Unfurnished,2,NA,Resale,Apartment,Thane,2,8,Y,NA
9147,Ready to Move,N,NA,11000000,13095,Semi-Furnished,2,North,Resale,Apartment,Thane,2,7,N,Above 20 years
9146,Ready to Move,N,NA,6500000,10400,Unfurnished,1,NA,Resale,Apartment,Thane,1,7,N,10 to 15 years
9145,Ready to Move,N,Runwal Developers,21800000,13015,Unfurnished,3,NA,Resale,Apartment,Thane,3,30,N,NA
9144,Ready to Move,N,Gagangiri Group,30000000,13043,Furnished,3,North - East,Rent/Lease,Apartment,Thane,5,7,N,15 to 20 years
9143,Ready to Move,N,NA,3000000,7229,Unfurnished,1,East,Resale,Apartment,Thane,1,3,N,Above 20 years
9142,Ready to Move,N,Hubtown Ltd.,9000000,12329,Unfurnished,2,East,Resale,Apartment,Thane,2,30,N,5 to 10 years
9141,Ready to Move,N,NA,16000000,12589,Unfurnished,2,NA,Resale,Apartment,Thane,2,27,N,NA
9140,Ready to Move,N,NA,20000000,9523,Unfurnished,3,NA,Resale,Residential House,Thane,3,2,N,15 to 20 years
9139,Ready to Move,N,NA,3900000,6341,Semi-Furnished,2,NA,Resale,Apartment,Thane,1,7,N,10 to 15 years
9138,Ready to Move,N,NA,12400000,19224,Unfurnished,2,North - East,Resale,Apartment,Thane,2,27,N,NA
9137,Ready to Move,N,Nyati Group,16000000,12308,Furnished,3,NA,Resale,Apartment,Thane,3,7,N,NA
9136,Ready to Move,N,NA,12700000,30024,Semi-Furnished,1,NA,Resale,Apartment,Mumbai,1,8,N,NA
9135,Ready to Move,N,NA,11100000,12171,Furnished,1,NA,Resale,Apartment,Thane,2,2,N,Above 20 years
9134,Ready to Move,N,NA,16000000,22857,Unfurnished,2,East,Resale,Apartment,Thane,2,33,N,New Construction
9133,Ready to Move,N,NA,5700000,13103,Semi-Furnished,1,South -West,Resale,Apartment,Thane,1,4,N,15 to 20 years
9132,Ready to Move,N,Ashar Group,24000000,22388,Unfurnished,3,NA,Resale,Apartment,Thane,3,27,N,New Construction
9131,Ready to Move,N,NA,8000000,15009,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,7,N,NA
9130,Ready to Move,N,NA,10200000,15938,Unfurnished,1,NA,Resale,Apartment,Mumbai,1,6,Y,NA
9129,Ready to Move,N,NA,3200000,9412,Unfurnished,1,NA,Resale,Builder Floor Apartment,Thane,2,5,Y,NA
9128,Ready to Move,N,NA,15000000,15015,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,21,Y,5 to 10 years
9127,Ready to Move,N,NA,9500000,13571,Semi-Furnished,2,South - East,New Property,Apartment,Thane,2,10,Y,Above 20 years
9126,Ready to Move,N,NA,12200000,14404,Semi-Furnished,2,NA,Resale,Builder Floor Apartment,Thane,2,5,Y,NA
9125,Ready to Move,N,NA,7200000,14545,Unfurnished,1,NA,Resale,Apartment,Thane,1,43,Y,NA
9124,Ready to Move,N,NA,8250000,15000,Furnished,1,NA,Resale,Apartment,Thane,1,4,Y,NA
9123,Ready to Move,N,NA,8500000,18280,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,4,Y,NA
9122,Ready to Move,N,NA,12100000,13672,Furnished,2,NA,Resale,Apartment,Thane,2,19,Y,NA
9121,Ready to Move,N,NA,9000000,20642,Semi-Furnished,2,NA,Resale,Apartment,Thane,1,29,Y,NA
9120,Ready to Move,N,NA,8500000,13821,Unfurnished,1,NA,Resale,Apartment,Thane,1,12,Y,Above 20 years
9119,Under Construction,Y,Lodha,4800000,7384,Unfurnished,2,East,New Property,Apartment,Thane,1,24,Y,NA
9118,Ready to Move,Y,T. Bhimjyani Realty Pvt. Ltd.,18000000,18000,Furnished,2,East,Resale,Apartment,Thane,3,31,Y,Less than 5 years
9117,Under Construction,Y,Puranik Builders ltd.,8000000,17660,Semi-Furnished,2,East,New Property,Apartment,Thane,1,33,Y,NA
9116,Ready to Move,N,Lodha,15600000,13165,Unfurnished,3,East,Resale,Apartment,Thane,3,30,Y,New Construction
9115,Under Construction,N,Rustomjee,13100000,10480,Unfurnished,2,North - East,New Property,Apartment,Thane,2,47,Y,NA
9114,Ready to Move,N,NA,11500000,13310,Semi-Furnished,2,East,Resale,Apartment,Thane,2,29,Y,5 to 10 years
9113,Ready to Move,N,Madhav Constructions,14500000,14515,Furnished,2,East,Resale,Apartment,Thane,2,20,N,Less than 5 years
9112,Ready to Move,N,NA,8200000,NA,Unfurnished,2,NA,Resale,Apartment,Thane,2,3,N,Above 20 years
9111,Ready to Move,N,NA,22500000,18750,Furnished,2,NA,Resale,Apartment,Thane,2,22,N,Less than 5 years
9110,Ready to Move,N,NA,9000000,10588,Unfurnished,2,North - East,Resale,Apartment,Thane,2,7,N,15 to 20 years
9109,Ready to Move,N,NA,12200000,12200,Unfurnished,3,South,Resale,Apartment,Thane,2,4,N,Above 20 years
9108,Ready to Move,N,TATA Housing Development Company Ltd.,22000000,33794,Unfurnished,2,NA,Resale,Apartment,Thane,2,32,N,NA
9107,Ready to Move,N,NA,8000000,14011,Semi-Furnished,1,North - East,Resale,Apartment,Thane,1,6,N,NA
9106,Ready to Move,N,NA,22500000,17084,Unfurnished,2,NA,Resale,Apartment,Thane,2,7,Y,Less than 5 years
9105,Ready to Move,N,NA,6400000,NA,Unfurnished,1,NA,Resale,Apartment,Thane,1,14,N,NA
9104,Ready to Move,N,NA,7000000,10769,Semi-Furnished,2,NA,Resale,Apartment,Thane,1,8,N,NA
9103,Ready to Move,N,NA,7300000,12830,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,9,N,Above 20 years
9102,Ready to Move,N,Lodha,8500000,12782,Furnished,2,East,Resale,Apartment,Thane,1,30,N,NA
9101,Ready to Move,N,Saket Group,7200000,8780,Semi-Furnished,2,North - East,Resale,Apartment,Thane,2,7,N,10 to 15 years
9100,Ready to Move,N,NA,11400000,11606,Unfurnished,2,North - East,Resale,Residential House,Thane,2,20,N,Less than 5 years
9099,Ready to Move,N,NA,2850000,9500,Semi-Furnished,1,East,Resale,Apartment,Thane,1,7,N,15 to 20 years
9098,Ready to Move,N,NA,2400000,7385,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,8,N,NA
9097,Ready to Move,N,Siddhi Group,14000000,17677,Unfurnished,3,NA,Resale,Apartment,Thane,2,27,Y,Less than 5 years
9096,Ready to Move,N,Ashwin Sheth Group,19500000,17257,Furnished,2,NA,Resale,Apartment,Thane,2,23,Y,Less than 5 years
9095,Ready to Move,N,NA,9000000,17476,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,Y,NA
9094,Ready to Move,N,NA,11500000,10952,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,12,Y,10 to 15 years
9093,Ready to Move,N,Rutu Group,8000000,9091,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,7,Y,NA
9092,Ready to Move,N,NA,12500000,11973,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,18,Y,5 to 10 years
9091,Ready to Move,N,NA,9300000,13305,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,16,Y,NA
9090,Ready to Move,N,NA,11200000,14177,Semi-Furnished,2,West,Resale,Builder Floor Apartment,Thane,2,6,Y,15 to 20 years
9089,Ready to Move,N,Lodha,7500000,16667,Unfurnished,2,NA,Resale,Apartment,Thane,1,24,Y,Less than 5 years
9088,Ready to Move,N,NA,18000000,13333,Semi-Furnished,3,NA,Resale,Apartment,Thane,3,30,Y,NA
9087,Ready to Move,N,NA,5000000,15152,Unfurnished,1,NA,Resale,Apartment,Thane,1,4,N,Above 20 years
9086,Ready to Move,N,Vedant Buildcon,6000000,7059,Unfurnished,2,NA,Resale,Apartment,Thane,2,6,N,NA
9085,Ready to Move,N,NA,11500000,12778,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,14,N,10 to 15 years
9084,Ready to Move,N,Lodha,16500000,11786,Semi-Furnished,3,North - East,Resale,Apartment,Thane,3,27,N,5 to 10 years
9083,Ready to Move,N,Runwal Developers,12000000,15584,Furnished,2,NA,Resale,Apartment,Thane,2,10,N,NA
9082,Ready to Move,N,NA,4000000,7080,Semi-Furnished,1,NA,Resale,Apartment,Thane,2,7,N,5 to 10 years
9081,Ready to Move,N,NA,6600000,10820,Unfurnished,1,NA,Resale,Apartment,Thane,1,9,N,NA
9080,Ready to Move,N,NA,20000000,14706,Furnished,2,South,Resale,Apartment,Thane,3,9,N,Above 20 years
9079,Ready to Move,N,NA,11500000,9583,Furnished,3,NA,Resale,Apartment,Thane,2,13,N,NA
9078,Ready to Move,N,Aakar Group,7500000,13393,Semi-Furnished,1,North - East,Resale,Apartment,Thane,1,6,N,Above 20 years
9077,Ready to Move,N,NA,7500000,16234,Unfurnished,1,East,Resale,Apartment,Thane,1,4,N,Above 20 years
9076,Ready to Move,N,NA,14000000,14286,Semi-Furnished,2,North,New Property,Apartment,Thane,2,6,N,15 to 20 years
9075,Ready to Move,N,NA,35000000,16667,Unfurnished,4,North,Resale,Apartment,Thane,4,8,N,15 to 20 years
9074,Ready to Move,N,Gulmohar Builders,3400000,5812,Furnished,1,NA,Resale,Apartment,Thane,1,7,N,NA
9073,Ready to Move,N,NA,8500000,11518,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,7,N,NA
9072,Ready to Move,N,Siddhi Group,7600000,13818,Unfurnished,1,NA,Resale,Apartment,Thane,1,18,N,5 to 10 years
9071,Ready to Move,N,NA,4500000,10227,Unfurnished,1,NA,Resale,Apartment,Thane,1,8,N,NA
9070,Ready to Move,N,NA,10000000,11765,Furnished,2,NA,Resale,Apartment,Thane,2,10,N,NA
9069,Ready to Move,N,Siddhi Group,13000000,13904,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,22,N,NA
9068,Ready to Move,N,NA,7500000,10490,Semi-Furnished,2,NA,Resale,Apartment,Thane,1,4,N,NA
9067,Ready to Move,N,Rosa Group,11000000,18003,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,16,Y,NA
9066,Ready to Move,N,Natasha Developers,14000000,15251,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,11,Y,15 to 20 years
9065,Ready to Move,N,NA,14500000,8788,Unfurnished,3,North,Resale,Apartment,Thane,3,7,Y,New Construction
9064,Ready to Move,N,Natasha Developers,9000000,12857,Unfurnished,2,NA,Resale,Apartment,Thane,1,21,Y,New Construction
9063,Ready to Move,N,Lodha,8500000,18722,Unfurnished,2,South,Resale,Apartment,Thane,1,29,Y,New Construction
9062,Ready to Move,N,NA,11200000,12655,Furnished,2,West,Resale,Apartment,Thane,2,20,Y,NA
9061,Ready to Move,N,Squarefeet Group,4600000,8364,Furnished,1,East,Resale,Apartment,Thane,1,8,Y,NA
9060,Ready to Move,N,NA,7500000,8333,Semi-Furnished,2,North,Resale,Residential House,Thane,2,NA,Y,5 to 10 years
9059,Ready to Move,N,NA,2450000,7903,Unfurnished,1,East,Resale,Apartment,Thane,1,4,Y,Above 20 years
9058,Ready to Move,N,NA,6200000,8857,Unfurnished,1,North,Resale,Apartment,Thane,1,4,Y,Above 20 years
9057,Ready to Move,N,Cosmos Group,7500000,17045,Semi-Furnished,1,West,Resale,Apartment,Thane,1,7,N,15 to 20 years
9056,Ready to Move,N,Shakti Builders and Developers,17500000,14583,Furnished,4,NA,Resale,Apartment,Thane,4,7,N,NA
9055,Ready to Move,N,NA,6500000,12871,Semi-Furnished,1,North - West,Resale,Apartment,Thane,1,4,N,New Construction
9054,Ready to Move,N,NA,4300000,13030,Unfurnished,1,NA,Resale,Residential House,Thane,1,1,N,Above 20 years
9053,Ready to Move,N,Lodha,19000000,16964,Unfurnished,2,East,Resale,Apartment,Thane,2,12,Y,Less than 5 years
9052,Ready to Move,N,Sheth Creators Pvt. Ltd.,7600000,10411,Unfurnished,1,NA,Resale,Residential House,Thane,2,7,N,15 to 20 years
9051,Ready to Move,N,NA,9000000,15000,Unfurnished,1,NA,Resale,Apartment,Thane,1,7,N,10 to 15 years
9050,Ready to Move,N,NA,13000000,20967,Furnished,2,NA,Resale,Apartment,Thane,2,7,N,NA
9049,Ready to Move,N,NA,7600000,8837,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,4,N,NA
9048,Ready to Move,N,NA,19000000,22727,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,5,N,NA
9047,Ready to Move,N,NA,8500000,13821,Unfurnished,1,NA,Resale,Apartment,Thane,1,12,Y,Above 20 years
9046,Ready to Move,N,NA,14500000,13810,Unfurnished,2,NA,Resale,Apartment,Thane,2,15,N,5 to 10 years
9045,Ready to Move,N,NA,36000000,14694,Unfurnished,3,North,Resale,Apartment,Thane,3,32,Y,NA
9044,Ready to Move,N,Vijay Group,5500000,11317,Unfurnished,1,North - East,Resale,Apartment,Thane,1,7,N,10 to 15 years
9043,Ready to Move,N,Kalpataru Ltd.,13000000,13013,Semi-Furnished,2,NA,Resale,Apartment,Thane,2,19,N,5 to 10 years
9042,Ready to Move,N,NA,6500000,10924,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,7,N,Above 20 years
9041,Ready to Move,N,Runwal Developers,7900000,20205,Unfurnished,2,NA,Resale,Apartment,Thane,1,34,N,New Construction
9040,Ready to Move,N,Puranik Builders ltd.,14000000,11111,Furnished,2,NA,Resale,Apartment,Thane,3,29,N,Less than 5 years
9039,Ready to Move,N,NA,5600000,10980,Semi-Furnished,1,NA,Resale,Apartment,Thane,1,4,N,10 to 15 years
9038,Ready to Move,N,Godrej Properties,11800000,NA,Unfurnished,2,NA,Resale,Apartment,Thane,2,27,N,New Construction
9037,Ready to Move,N,NA,12000000,9231,Furnished,2,East,Resale,Apartment,Thane,4,4,Y,Above 20 years
9036,Ready to Move,N,NA,22000000,13750,Unfurnished,4,East,Resale,Apartment,Thane,4,5,Y,15 to 20 years
9035,Ready to Move,N,NA,5100000,10000,Semi-Furnished,1,West,Resale,Apartment,Thane,1,4,Y,10 to 15 years
9034,Ready to Move,N,Suraksha Realty,19500000,13636,Furnished,3,NA,Resale,Apartment,Thane,3,27,Y,New Construction
9033,Ready to Move,N,NA,5000000,13158,Unfurnished,1,West,Resale,Builder Floor Apartment,Thane,1,4,Y,15 to 20 years
9032,Ready to Move,N,Terraform Realty,14000000,NA,Furnished,2,East,Resale,Apartment,Thane,2,20,Y,10 to 15 years
